-58.909,-73.236,-31.518,-101.13,-63.816,-68.797,-56.384,-74.225,-47.147,-85.244,-60.509,-62.698,-59.872,-69.712,-46.048,-66.221,-67.254,-72.281,-57.125,-102.58,-60.979,-52.94,-78.593,-32.591,-78.623,-31.716,-93.467,31.976,-61.221,-68.577,-52.967,-74.044,-34.603,-83.035,-67.597,-34.172,-80.724,-60.248,-82.812,-60.937,-47.397,-48.603,-49.381,-56.677,-66.292,-59.728,-55.949,-53.528,-36.46,-64.649,-36.517,-59.528,-41.608,-48.474,-51.912,-37.124,-61.561,-50.119,-67.341,-36.101,-79.875,-37.907,-80.576,-46.938,-60.28,-28.994,-92.265,-48.227,-51.468,-43.913,-58.895,-36.163,-73.729,-45.102,-45.968,-46.019,-45.826,-30.503,-48.566,-50.204,-57.934,-44.354,-95.171,-46.776,-43.179,-65.85,-29.385,-66.577,-29.166,-83.873,30.412,-47.191,-52.401,-41.731,-59.713,-29.872,-70.934,-53.115,-29.892,-69.776,-49.156,-69.783,-46.885,-28.328,-28.044,-31.502,-39.896,-56.209,-40.688,-38.791,-32.693,-23.863,-42.745,-24.318,-36.018,-34.181,-30.254,-31.551,-24.737,-40.21,-28.232,-50.946,-25.273,-69.04,-27.342,-69.474,-62.573,-80.333,-44.866,-116.07,-60.743,-62.544,-57.993,-73.827,-49.954,-88.697,-58.872,-62.852,-62.502,-63.888,-49.48,-61.935,-68.8,-70.733,-57.343,-119.03,-59.308,-56.975,-82.105,-45.853,-83.711,-45.691,-104,25.423,-59.084,-63.804,-51.56,-73.696,-46.749,-87.113,-64.856,-48.399,-84.78,-66.173,-94.609,-59.516,-47.213,-47.9,-52.226,-57.072,-70.771,-59.427,-55.93,-52.52,-41.366,-61.244,-41.685,-41.852,-55.779,-49.937,-51.395,-41.918,-57.393,-49.243,-69.975,-42.741,-82.542,-46.4,-84.871
12.646,16.665,8.999,10.24,7.052,9.7096,9.8179,8.3518,11.188,7.6447,2.6142,5.5183,1.8854,6.0018,9.8636,5.0153,1.4863,9.2761,15.041,2.1839,15.908,13.655,12.148,12.588,11.008,8.6088,8.561,6.8955,10.22,12.524,10.023,11.067,10.253,9.5427,12.996,9.1087,4.3734,11.698,8.8497,16.001,3.9067,5.5584,2.23,-1.4604,-0.50337,2.8078,-1.2252,0.37078,3.6696,1.8381,3.607,4.7998,2.0584,3.3118,2.0187,3.1611,2.8221,2.0299,1.0122,4.2868,4.7006,2.7088,4.5643,9.0027,8.4248,7.4812,6.3377,9.4891,9.5962,12.311,8.6913,12.321,7.2395,6.2791,8.2838,-1.7772,3.7941,14.056,7.4046,4.9256,14.535,11.028,3.0397,11.038,10.626,7.0482,11.369,5.5444,6.8048,6.6255,6.2088,8.8172,8.8366,7.6973,7.9016,11.3,6.8355,11.016,10.069,2.4161,7.715,1.9635,11.599,7.183,9.6043,4.6643,4.8585,3.0026,5.8417,5.24,1.5614,7.7804,3.3257,7.5527,11.228,6.1219,6.2528,4.3677,7.0806,6.0578,5.8309,4.148,7.6095,3.1635,6.0155,3.2815,8.039,26.73,-12.386,50.677,1.1688,12.987,-0.60666,17.863,-4.6925,24.691,2.7914,13.768,-5.4025,5.0621,0.69295,14.919,7.2905,14.869,4.8553,53.559,10.292,-4.488,28.02,-7.421,26.487,-14.013,51.033,-40.486,-1.2606,14.332,-11.956,23.518,-5.407,30.59,9.3418,-7.1435,28.786,6.0108,32.532,11.722,-0.43267,7.2516,-4.5044,1.8212,8.2721,8.6524,2.4151,6.171,-4.0435,6.0339,-3.9056,12.773,1.6436,-2.3372,4.3775,-4.9031,8.6306,2.5697,5.881,-4.7063,30.018,-6.7101,29.679
-38.012,-2.5473,-76.632,37.282,-18.534,-6.5741,-26.691,-0.14158,-32.851,11.443,-16.419,-5.6326,-19.571,0.86912,-20.304,4.5777,-2.5564,-14.698,-21.134,86.279,-9.2831,-32.116,12.499,-69.146,12.273,-77.338,51.266,-114.65,-20.801,-5.3862,-28.237,7.4626,-45.325,26.941,-6.5476,-46.674,31.536,-38.547,4.8512,-9.7094,-7.2417,-0.94619,-8.1794,-11.571,12.061,-1.7848,-11.632,-0.070374,-20.293,-3.7208,-20.97,2.3033,-20.634,-7.4281,-0.13798,-20.687,-1.5297,-4.091,-2.6001,-21.467,30.524,-21.852,29.107,-39.832,-3.1648,-73.867,33.186,-22.461,-8.4199,-27.898,-3.3036,-32.24,13.11,-18.089,-2.2819,-17.654,1.1899,-17.476,10.01,-4.8344,-17.943,-26.754,79.581,-15.093,-35.299,11.26,-67.42,10.928,-74.579,43.055,-102.31,-26.329,-10.297,-31.325,5.378,-42.756,25.726,-13.939,-44.269,25.575,-40.28,-1.2519,-15.359,-6.6915,-0.85069,-8.0873,-10.286,3.0764,-0.14915,-9.6349,3.8369,-18.577,6.8228,-18.963,9.387,-26.213,-7.411,-7.2482,-18.891,4.1712,-6.6099,-5.0362,-20.296,24.571,-20.509,23.467,-38.446,-6.4879,-66.396,23.031,-15.122,-5.4852,-24.905,-7.2616,-37.294,10.526,-16.195,-4.9579,-17.974,-2.4078,-24.697,5.2662,-9.3772,-9.605,-24.321,64.169,-10.711,-34.397,8.9947,-62.514,8.7288,-67.572,35.289,-91.266,-17.951,-6.9632,-31.502,3.7738,-43.729,21.659,-3.0464,-45.125,19.405,-39.454,-5.1524,-11.389,-12.626,-5.3941,-15.019,-15.798,-9.3968,-5.7064,-15.026,-3.3449,-26.317,0.71012,-26.708,11.528,-40.627,-13.388,-12.005,-26.47,2.4475,-10.601,-9.6212,-29.099,17.814,-29.479,15.987
-24.845,-46.2,-6.2504,-64.695,-27.448,-35.304,-21.689,-41.469,-12.914,-39.181,-25.701,-30.634,-19.956,-33.803,-15.747,-35.45,-22.139,-33.293,-28.84,-54.026,-36.48,-22.128,-47.969,-4.2019,-48.649,-5.4046,-57.604,42.558,-25.233,-41.1,-17.316,-44.469,-2.3984,-44.017,-35.286,-1.7927,-42.555,-25.382,-52.776,-36.145,-20.386,-15.262,-20.949,-25.757,-18.662,-22.082,-24.906,-27.31,-6.3386,-28.976,-6.4859,-24.573,-5.4112,-20.731,-19.676,-6.3327,-24.264,-18.609,-23.011,-4.8894,-41.827,-6.4932,-41.409,-20.521,-43.089,-1.3695,-62.929,-18.336,-29.832,-12.432,-37.361,-3.6549,-35.44,-15.426,-24.384,-8.4347,-29.377,-5.2666,-33.577,-10.2,-25.215,-27.321,-53.985,-37.082,-17.134,-45.828,2.3422,-46.457,-0.38107,-53.007,48.036,-20.9,-39.338,-10.31,-41.062,6.9555,-41.337,-33.434,7.6214,-40.109,-21.224,-50.122,-36.902,-15.254,-11.171,-16.084,-14.661,-14.257,-15.382,-13.853,-24.316,3.3736,-24.091,3.0451,-21.634,1.3706,-15.387,-15.725,3.165,-23.409,-13.172,-11.226,4.8022,-39.029,3.2997,-39.23,91.087,54.852,113.1,58.355,37.607,26.915,42.086,21.711,48.103,23.27,30.649,21.775,37.058,16.3,36.008,14.453,26.29,32.906,47.86,16.367,40.885,59.642,35.909,104.46,35.423,109.97,35.763,134.4,44.855,26.734,55.537,27.419,71.611,28.454,38.054,71.546,21.963,91.041,82.786,41.402,16.932,26.104,16.031,20.976,19.134,23.642,22.221,18.243,41.916,18.114,42.376,17.185,35.243,17.031,21.826,42.285,18.088,18.991,25.644,44.443,21.936,41.387,21.357
8.4071,-1.602,7.1164,-9.832,-0.60424,-6.7429,-0.52631,-9.8651,1.874,-12.177,-2.7613,-10.902,-1.702,-6.4882,3.5701,-11.55,-13.682,-3.269,4.8093,-11.406,4.2125,7.5103,-7.7534,9.9161,-7.935,6.9092,-7.9489,8.3921,-1.0682,-5.1761,1.2622,-8.1028,6.1036,-7.676,-1.0452,6.3031,-6.0869,7.7178,-7.6976,4.3314,-14.609,-14.988,-14.772,-10.579,-4.3292,-14.511,-10.041,-17.865,-4.2552,-11.028,-4.1658,-13.204,-6.8382,-14.131,-18.041,-4.9339,-15.769,-14.936,-13.977,-3.1851,-6.339,-3.896,-6.1977,14.812,5.4365,10.439,-4.851,6.4824,-3.7417,10.267,-7.2457,15.227,-9.6149,5.8126,-6.0733,10.144,-2.4504,12.835,-9.91,-8.1478,1.4794,9.4514,-6.9559,9.1396,14.443,-2.8613,14.642,-2.6256,10.788,-3.3664,14.502,4.3568,-3.2439,13.929,-5.0107,15.738,-4.8961,0.46683,15.921,-3.0155,14.044,-3.7849,9.0328,-11.412,-14.64,-11.361,-4.2593,-2.3349,-10.363,-3.9226,-15.032,2.3888,-8.613,2.8191,-9.9608,-3.5737,-11.056,-15.428,2.3376,-15.688,-12.527,-8.5129,4.4324,-3.1271,2.6618,-2.9529,8.2973,-7.9862,3.974,-16.328,-5.5721,-19.108,-1.253,-19.599,6.0208,-16.057,-4.7764,-15.512,-1.311,-10.814,5.4708,-16.555,-21.472,-10.964,-0.62736,-15.436,-2.7178,8.5079,-13.659,6.8883,-13.502,4.1999,-12.941,9.4204,-8.2344,-19.727,4.167,-16.461,3.8821,-17.72,-17.565,4.2111,-12.532,7.3292,-12.716,-2.7569,-11.274,-13.889,-11.911,-11.818,0.57647,-22.427,-11.294,-19.819,-4.6578,-10.451,-4.1262,-13.329,-2.2352,-11.065,-18.89,-4.7904,-15.544,-15.826,-21.696,-3.5423,-12.874,-4.6155,-12.32
-6.5846,-5.1551,-5.3284,1.6898,-11.044,-6.2817,-8.6019,-6.6059,-2.7476,-6.3764,-13.066,-8.8831,-10.35,-9.7912,-10.4,-14.476,-13.201,-2.8798,-7.7911,-2.6747,-5.5479,-8.4183,-0.86158,-5.3373,-1.5402,-5.6446,4.1456,-6.5613,-8.0833,-5.4191,-1.3352,-2.0523,-0.81808,0.18597,-5.3005,-1.5419,2.213,-6.7843,-0.55059,-5.6263,-8.4296,-8.2806,-8.369,-17.855,-6.319,-9.3333,-17.464,-6.7886,-5.7137,-7.6623,-6.3329,-12.817,-7.9637,-8.5315,-7.7535,-5.7857,-9.191,-7.7259,-13.223,-5.3044,2.0548,-5.7766,2.1002,4.5309,7.1957,7.8897,14.074,15.97,18.643,15.055,14.235,16.251,13.062,15.919,17.329,14.396,14.517,10.278,7.1471,15.531,27.314,9.6055,2.1149,8.3729,7.0839,16.09,10.411,15.757,7.616,17.976,-1.2111,15.124,14.672,19.167,17.553,16.445,17.613,17.19,15.774,16.855,4.4069,13.822,8.0294,11.755,9.7573,12.177,10.566,1.8291,16.988,10.91,19.82,9.9712,20.434,9.4862,6.8633,4.3626,11.813,14.881,9.7999,10.305,14.771,15.609,10.347,16.255,9.9905,16.445,-5.6788,-16.087,6.4323,3.9823,5.2253,5.2348,7.2048,-2.9417,12.496,-5.0987,1.6328,-0.27316,5.1476,-1.8325,-1.4263,-14.367,-5.8784,16.926,-3.7421,-6.4782,-6.2078,-3.21,-0.35625,10.198,-1.6066,6.4149,10.135,-6.0624,4.6462,-1.5506,16.968,1.4942,12.652,4.6636,9.0603,12.631,6.3513,-5.8588,-6.5192,-5.8798,1.6501,1.2658,2.6883,-3.2165,-4.2194,0.35017,-2.8632,1.9674,-2.0892,6.4592,-2.4606,-4.6229,-6.6113,1.8006,-0.63786,-1.9626,-0.062583,1.4586,-5.9893,-1.2613,5.7502,-1.6784,6.2624
-21.292,-13.981,-19.026,-9.1976,-14.775,-10.194,-14.347,-5.9691,-10.519,-0.12797,-9.4642,-9.6953,-11.664,-1.4854,-7.7982,-3.5727,-9.6106,-15.295,-21.028,4.2845,-19.102,-18.711,-11.558,-18.489,-12.012,-18.631,-4.8131,-7.5236,-15.992,-13.294,-14.136,-9.5477,-11.56,-4.5377,-16.643,-11.306,-0.63759,-21.402,-12.986,-18.798,-3.1534,-2.0507,-3.1922,-6.7376,3.8616,-9.3361,-7.0572,-4.1769,-2.4071,-0.50203,-2.137,3.0978,1.7166,-3.1699,-3.4535,-2.1299,4.9644,-1.47,-9.7629,-2.8552,0.22277,-2.4862,-0.10394,-13.272,-11.662,-13.504,-10.637,-4.3525,-2.1861,-1.9688,2.81,-1.1645,4.2782,2.9874,0.47722,0.46795,3.9416,0.85444,0.29863,-2.078,-7.4744,-12.707,5.3,-16.177,-7.5633,-8.8274,-11.529,-9.0551,-13.625,-8.2179,1.5373,-5.4529,-7.7698,-2.5378,-4.0067,-4.007,-2.209,-13.048,-4.0459,-0.75475,-13.234,-11.381,-15.82,4.7777,3.7148,4.7425,3.7064,4.2734,0.46117,3.6981,5.1493,6.7436,1.6592,6.8591,2.9284,11.715,4.8161,4.7163,6.8627,6.8692,14.557,-2.4575,6.2328,0.24334,6.3233,-0.27416,-11.896,-12.219,-14.123,-4.4021,-4.8298,6.8443,-3.3548,10.41,0.92104,16.29,5.5189,6.8216,1.1474,15.51,2.0429,9.0963,-1.2661,-4.0907,-12.373,20.001,-15.138,-6.9361,-2.2127,-12.035,-2.35,-14.636,-1.5864,4.5061,-3.3366,-0.37444,-6.0362,3.5697,-1.6986,8.4775,-7.9731,-1.3437,7.2029,-11.466,-9.1825,-14.757,15.765,13.665,15.785,8.6129,19.545,12.149,8.077,11.462,17.343,11.669,17.747,13.783,24.522,15.889,13.652,17.823,17.487,30.349,-1.0321,16.852,7.8794,17.342,8.2112
-17.718,-19.05,-14.85,-17.453,-30.785,-27.418,-28.021,-24.979,-24.523,-25.767,-29.401,-23.971,-29.434,-28.039,-24.857,-22.587,-29.796,-30.501,-22.82,-13.663,-20.685,-24.11,-19.15,-17.677,-19.58,-15.109,-14.845,-10.944,-29.734,-24.641,-23.733,-22.526,-18.074,-20.159,-25.224,-17.872,-18.414,-17.758,-16.488,-20.98,-18.425,-14.082,-17.742,-27.632,-14.639,-27.588,-27.629,-23.257,-20.611,-22.599,-20.069,-21.505,-13.125,-18.663,-20.831,-20.172,-14.045,-22.051,-29.98,-20.299,-18.363,-20.476,-18.572,-17.365,-21.639,-12.451,-19.731,-15.817,-10.159,-17.477,-11.53,-14.606,-13.691,-11.812,-6.7459,-14.846,-14.181,-12.413,-13.875,-14.759,-11.006,-17.025,-14.931,-16.922,-20.713,-17.158,-15.01,-17.549,-12.298,-16.113,-7.9183,-18.804,-12.287,-14.841,-14.221,-12.424,-15.6,-10.481,-12.499,-13.728,-17.361,-15.643,-16.666,-4.4804,-4.1879,-3.8526,-10.053,-11.331,-11.156,-10.008,-8.169,-8.2904,-12.707,-7.7537,-19.194,-4.4252,-4.411,-9.3719,-8.5058,-7.0778,-5.2107,-14.352,-8.646,-13.716,-8.7505,-13.744,-19.571,-20.488,-12.743,-18.283,-27.149,-23.195,-21.731,-19.881,-18.402,-21.608,-21.98,-19.934,-22.266,-23.549,-17.38,-24.652,-25.77,-31.672,-23.79,-21.12,-26.809,-23.795,-20.036,-14.933,-20.723,-12.487,-17.12,-4.878,-29.263,-25.418,-16.567,-23.714,-14.424,-20.061,-26.42,-15.093,-19.747,-19.459,-12.191,-26.578,-16.363,-14.382,-16.165,-21.505,-21.887,-18.013,-21.555,-19.621,-15.775,-22.113,-14.779,-28.808,-13.174,-16.151,-18.234,-15.015,-18.421,-20.822,-25.229,-15.271,-20.089,-15.252,-20.033
4.2951,3.2035,9.5009,4.9281,6.9276,8.1003,6.4879,9.1177,4.5762,6.4857,6.2011,7.7136,6.4231,6.9351,3.4358,10.833,3.3876,15.381,6.2921,10.309,5.04,5.0812,8.5756,7.5214,8.4489,9.3803,6.142,13.098,7.4204,10.615,5.2215,9.0715,9.1301,7.0152,8.8606,9.9202,5.4853,4.3791,1.2421,5.321,10.568,12.116,10.516,7.7621,8.064,10.116,8.4529,11.237,10.04,9.8729,9.6543,7.3786,13.866,10.599,12.337,9.8837,13.372,12.687,3.0636,9.1613,5.6402,9.4024,5.6621,8.0129,5.7325,16.675,6.103,11.801,7.9345,11.976,11.073,8.6031,8.1955,12.083,10.713,14.684,7.8725,13.18,11.539,6.2665,16.554,12.51,13.457,7.4758,11.226,10.643,14.558,10.545,16.359,7.6987,17.182,12.551,12.618,11.797,10.946,12.474,9.1417,8.6569,12.269,7.4235,8.0878,4.3519,7.5744,16.659,11.634,16.096,19.506,6.5467,11.508,20.406,12.934,15.61,11.187,15.514,6.7644,15.21,16.416,11.731,15.539,11.27,14.327,6.1088,14.539,7.6075,15.087,7.6536,-0.56229,-0.67063,11.455,0.53569,-5.0507,-9.5356,-4.2409,-1.1451,-1.4913,-3.3641,-4.6934,-3.3481,-0.51726,0.76244,1.9473,3.5483,-7.2258,-3.3647,-1.2155,11.781,-7.119,0.40166,-0.37444,8.0544,0.024591,10.511,2.7431,16.343,-3.5475,-1.3584,-2.8258,-4.5297,7.7659,0.015158,-7.0288,8.409,1.2823,-0.51076,4.0127,-6.9074,8.9557,9.8156,8.2216,5.4978,11.212,5.2501,7.1865,4.9664,11.982,4.3139,12.098,6.0237,13.583,8.8681,4.8069,12.055,11.116,8.4073,-7.5845,11.098,1.9548,10.928,2.0275
-3.8013,-0.42913,-2.2885,-0.85018,-12.44,-13.394,-5.966,-4.6442,-3.6016,-3.2091,-14.956,-20.39,-9.6781,-10.101,-10.283,-8.7019,-17.787,-22.949,-5.5105,1.7292,-10.765,-2.9165,-1.984,-1.9895,-1.6144,-2.5412,0.68645,-4.8877,-9.5631,-11.392,-8.6463,-5.4279,-2.7949,-1.6317,-17.742,-2.8868,-0.2456,-4.0715,3.0384,-10.636,-16.851,-16.19,-16.926,-14.921,-9.4518,-14.68,-15.194,-12.382,-11.026,-13.823,-10.738,-10.802,-10.324,-16.597,-16.199,-11.063,-14.153,-19.825,-17.863,-9.8626,-0.43325,-10.187,-0.65132,-3.4888,7.0194,-4.7056,4.438,-3.4129,-3.3398,0.38217,3.2987,0.4761,3.8226,-2.8161,-14.606,0.29868,-4.8095,-3.142,-2.8615,-5.7803,-12.611,0.42018,6.6047,-2.9687,-1.1115,8.1054,-4.5458,8.2465,-4.921,7.4036,-8.4931,-2.2635,-0.44205,-8.9964,3.197,-3.4181,5.4389,-7.2396,-3.3914,8.074,-3.5931,10.807,-2.8931,-7.3109,-11.182,-7.2319,-3.4882,-6.2761,-7.4449,-3.6758,-4.4004,-3.9065,-7.1064,-3.7146,-7.0139,-5.6366,-6.9747,-10.314,-3.934,-9.4108,-10.979,-5.8929,-3.0562,7.9083,-3.6017,7.7862,5.5142,11.778,-0.18771,1.8555,-9.5774,-6.9519,-6.0931,-5.0228,-6.2569,-10.761,-10.83,-20.977,-11.275,-15.311,-14.131,-16.9,-21.896,-20.571,4.0832,-7.1515,0.12316,5.2808,7.6582,-1.5659,8.0723,-1.3201,-0.9943,-13.895,-4.2077,-1.3609,-10.273,-0.61567,-9.798,-1.9655,-9.8358,-10.417,-5.069,5.1021,14.612,0.12065,-24.595,-30.305,-25.294,-18.994,-24.777,-17.96,-18.634,-19.807,-17.78,-24.675,-16.776,-24.671,-21.176,-24.423,-28.068,-17.832,-32.031,-26.759,-22.236,-16.238,-6.0347,-17.022,-6.3018
